Product_ID,Category,Size,Color,Price,Rating,Launch_Date,Trending_Score,Weather,Event_Type,Url_Image,Type
PROD2560,Coat,L,White,134278.95,3.3,2022-08-27,0.56,Rainy,Business Meeting,image/PROD2560.jpg,upper_body
PROD4684,Jacket,XXL,Green,2991527.89,3.07,2021-06-27,0.76,Snowy,Wedding,image/PROD4684.jpg,upper_body
PROD4581,Coat,L,Blue,203556.29,3.48,2022-10-18,0.51,Cloudy,Casual Hangout,image/PROD4581.jpg,upper_body
PROD1228,Dress,L,Green,578853.87,4.86,2022-02-09,0.93,Cloudy,Vacation,image/PROD1228.jpg,upper_body
PROD4787,Suit,XXL,Blue,575150.74,3.39,2023-01-20,0.04,Snowy,Vacation,image/PROD4787.jpg,upper_body
PROD4540,Shirt,M,Green,774682.16,4.84,2024-11-07,0.37,Cloudy,Business Meeting,image/PROD4540.jpg,upper_body
PROD5803,Suit,M,White,2386695.57,3.36,2024-07-17,0.38,Sunny,Wedding,image/PROD5803.jpg,upper_body
PROD1020,Jacket,XL,Black,1373422.16,3.01,2024-11-17,0.31,Cloudy,Wedding,image/PROD1020.jpg,upper_body
PROD2210,Shirt,XL,Green,178116.96,3.21,2024-01-14,0.75,Snowy,Casual Hangout,image/PROD2210.jpg,upper_body
PROD4988,Dress,XL,Red,324333.72,4.08,2020-04-27,0.47,Sunny,Wedding,image/PROD4988.jpg,upper_body
PROD5491,Shirt,L,Black,413248.82,4.34,2022-03-23,0.36,Cloudy,Wedding,image/PROD5491.jpg,upper_body
PROD5893,Suit,M,Blue,1178850.0,3.46,2024-01-11,0.58,Rainy,Sports Event,image/PROD5893.jpg,upper_body
PROD1071,Dress,XL,Blue,295788.62,4.82,2020-12-15,0.61,Snowy,Business Meeting,image/PROD1071.jpg,upper_body
PROD5284,Coat,XL,Black,1696953.58,4.02,2023-12-11,0.53,Rainy,Casual Hangout,image/PROD5284.jpg,upper_body
PROD4802,Coat,L,Red,1342109.4,3.07,2024-04-09,0.87,Rainy,Casual Hangout,image/PROD4802.jpg,upper_body
PROD3894,Coat,XXL,White,2434499.04,3.1,2020-07-19,0.64,Sunny,Business Meeting,image/PROD3894.jpg,upper_body
PROD5579,Skirt,M,Yellow,2168609.37,3.18,2020-12-30,0.05,Rainy,Sports Event,image/PROD5579.jpg,lower_body
PROD2045,Suit,S,Yellow,2667530.15,3.89,2024-05-02,0.32,Sunny,Business Meeting,image/PROD2045.jpg,upper_body
PROD5894,Dress,S,Black,2398080.04,4.94,2020-02-23,0.53,Sunny,Wedding,image/PROD5894.jpg,upper_body
PROD4927,Shirt,XXL,Yellow,1290175.01,3.58,2020-11-21,0.88,Snowy,Wedding,image/PROD4927.jpg,upper_body
PROD5085,Suit,M,Green,1813032.63,4.88,2020-02-14,0.18,Rainy,Sports Event,image/PROD5085.jpg,upper_body
PROD3087,Dress,M,Green,789376.68,3.13,2020-01-07,0.79,Snowy,Sports Event,image/PROD3087.jpg,upper_body
PROD4046,Shirt,XXL,Red,479982.34,3.81,2021-06-28,0.23,Rainy,Vacation,Final Product 1602-3202/PROD4046.jpg,upper_body
PROD2488,Coat,XL,Red,670167.9,4.92,2020-08-27,0.23,Cloudy,Sports Event,Final Product 1602-3202/PROD2488.jpg,upper_body
PROD2445,Dress,M,Black,2540654.63,3.03,2021-12-01,0.73,Rainy,Wedding,Final Product 1602-3202/PROD2445.jpg,upper_body
PROD1212,Coat,XXL,Green,1770812.27,3.77,2024-01-18,0.29,Snowy,Sports Event,Final Product 1602-3202/PROD1212.jpg,upper_body
PROD3805,Jacket,L,Red,1551166.83,4.71,2023-11-11,0.42,Cloudy,Business Meeting,Final Product 1602-3202/PROD3805.jpg,upper_body
PROD3212,Suit,S,White,1831197.93,3.52,2022-09-07,0.37,Sunny,Business Meeting,Final Product 1602-3202/PROD3212.jpg,upper_body
PROD4839,Shirt,M,Blue,2362824.03,4.5,2023-06-01,0.18,Rainy,Sports Event,Final Product 1602-3202/PROD4839.jpg,upper_body
PROD5782,Skirt,XXL,Red,1457382.93,4.02,2020-12-09,0.05,Sunny,Wedding,Final Product 1602-3202/PROD5782.jpg,lower_body
PROD2429,Shirt,L,White,196139.06,4.71,2020-02-08,0.94,Snowy,Sports Event,Final Product 1602-3202/PROD2429.jpg,upper_body
PROD5597,Suit,L,Red,1745780.7,4.29,2021-10-30,0.37,Cloudy,Sports Event,Final Product 1602-3202/PROD5597.jpg,upper_body
PROD3116,Suit,XXL,Blue,2985531.65,4.07,2023-07-23,0.03,Rainy,Sports Event,Final Product 1602-3202/PROD3116.jpg,upper_body
PROD5605,Jacket,XL,White,292737.95,4.82,2024-05-13,0.34,Snowy,Casual Hangout,Final Product 1602-3202/PROD5605.jpg,upper_body
PROD3289,Dress,M,White,162370.48,3.98,2024-01-24,0.02,Rainy,Wedding,Final Product 1602-3202/PROD3289.jpg,upper_body
PROD5826,Suit,XL,Red,1483472.53,3.53,2023-12-05,0.29,Cloudy,Sports Event,Final Product 1602-3202/PROD5826.jpg,upper_body
PROD4877,Jacket,L,Blue,1886236.63,3.93,2024-11-14,0.85,Sunny,Business Meeting,Final Product 1602-3202/PROD4877.jpg,upper_body
PROD3511,Skirt,XXL,White,2031129.41,4.38,2023-07-29,0.57,Rainy,Sports Event,Final Product 1602-3202/PROD3511.jpg,lower_body
PROD4014,Suit,XL,White,1244765.9,3.35,2021-02-09,0.28,Cloudy,Casual Hangout,Final Product 1602-3202/PROD4014.jpg,upper_body
PROD3377,Dress,S,Red,1766512.05,4.0,2022-12-20,0.31,Sunny,Wedding,Final Product 1602-3202/PROD3377.jpg,upper_body
PROD1161,Coat,XXL,Black,1366469.33,3.99,2023-07-17,0.44,Cloudy,Sports Event,Final Product 1602-3202/PROD1161.jpg,upper_body
PROD5642,Jacket,XL,Blue,2272742.4,3.37,2020-02-19,0.44,Snowy,Sports Event,Final Product 1602-3202/PROD5642.jpg,upper_body
PROD2293,Dress,M,Red,440514.5,3.35,2021-12-31,0.4,Snowy,Vacation,Final Product 1602-3202/PROD2293.jpg,upper_body
PROD5543,Coat,M,White,389636.16,4.71,2024-03-19,0.79,Cloudy,Vacation,Final Product 1602-3202/PROD5543.jpg,upper_body
PROD3763,Coat,XXL,Blue,2500274.45,3.48,2022-08-15,0.99,Snowy,Sports Event,Final Product 1602-3202/PROD3763.jpg,upper_body
PROD5447,Skirt,XXL,Red,689968.61,4.07,2022-10-02,0.15,Rainy,Business Meeting,Final Product 1602-3202/PROD5447.jpg,lower_body
PROD1787,Jacket,XL,Red,2950925.94,3.27,2023-10-12,0.94,Rainy,Casual Hangout,Final Product 1602-3202/PROD1787.jpg,upper_body
PROD2280,Coat,XXL,Black,2952693.41,3.33,2024-07-22,0.51,Sunny,Vacation,Final Product 1602-3202/PROD2280.jpg,upper_body
PROD3064,Skirt,XL,Yellow,1559005.97,4.56,2022-11-16,0.33,Snowy,Casual Hangout,Final Product 1602-3202/PROD3064.jpg,lower_body
PROD5410,Dress,S,Yellow,1660664.54,4.23,2020-02-02,0.17,Rainy,Casual Hangout,Final Product 1602-3202/PROD5410.jpg,upper_body
PROD1176,Skirt,L,Blue,513802.23,3.39,2022-02-14,0.78,Snowy,Vacation,Final Product 1602-3202/PROD1176.jpg,lower_body
PROD3880,Skirt,S,Yellow,1906457.3,4.27,2020-09-20,0.42,Snowy,Wedding,Final Product 1602-3202/PROD3880.jpg,lower_body
PROD1980,Dress,XL,Green,851076.99,3.05,2020-01-24,0.05,Snowy,Sports Event,Final Product 1602-3202/PROD1980.jpg,upper_body
PROD2193,Jacket,XXL,Yellow,1527649.02,3.02,2022-09-29,0.4,Rainy,Wedding,Final Product 1602-3202/PROD2193.jpg,upper_body
PROD4245,Suit,S,Blue,1559758.15,4.36,2023-03-05,0.62,Snowy,Sports Event,Final Product 1602-3202/PROD4245.jpg,upper_body
PROD2332,Shirt,XL,White,2501332.93,3.74,2021-04-17,0.6,Cloudy,Wedding,Final Product 1602-3202/PROD2332.jpg,upper_body
PROD1606,Coat,M,Blue,2960716.18,3.85,2023-09-20,0.66,Cloudy,Casual Hangout,Final Product 1602-3202/PROD1606.jpg,upper_body
PROD4262,Shirt,XXL,Yellow,785155.3,3.14,2023-10-30,0.93,Rainy,Sports Event,Final Product 1602-3202/PROD4262.jpg,upper_body
PROD4318,Dress,XL,Black,1588727.4,3.36,2023-09-16,0.88,Cloudy,Casual Hangout,Final Product 1602-3202/PROD4318.jpg,upper_body
PROD1747,Dress,XL,White,1747427.91,4.17,2024-06-29,0.31,Sunny,Sports Event,Final Product 1602-3202/PROD1747.jpg,upper_body
PROD3457,Suit,M,Green,2632282.78,4.72,2022-08-03,0.05,Sunny,Business Meeting,Final Product 1602-3202/PROD3457.jpg,upper_body
PROD4943,Suit,XL,Black,305143.73,3.72,2022-03-16,0.71,Rainy,Casual Hangout,Final Product 1602-3202/PROD4943.jpg,upper_body
PROD2841,Shirt,L,Red,1084594.74,4.0,2022-02-22,0.89,Rainy,Sports Event,Final Product 1602-3202/PROD2841.jpg,upper_body
PROD1413,Suit,XL,Blue,889599.66,4.53,2024-07-02,0.41,Cloudy,Casual Hangout,Final Product 1602-3202/PROD1413.jpg,upper_body
PROD1632,Shirt,M,Green,367901.46,3.79,2021-11-11,0.76,Snowy,Sports Event,Final Product 1602-3202/PROD1632.jpg,upper_body
PROD5322,Shirt,XL,Red,2466850.6,4.68,2020-06-28,0.89,Rainy,Business Meeting,Final Product 1602-3202/PROD5322.jpg,upper_body
PROD1957,Suit,XXL,Red,2009683.48,4.36,2020-08-08,0.07,Snowy,Sports Event,Final Product 1602-3202/PROD1957.jpg,upper_body
PROD5981,Shirt,L,Black,209959.02,3.21,2020-08-17,0.98,Rainy,Casual Hangout,Final Product 1602-3202/PROD5981.jpg,upper_body
PROD3070,Shirt,L,Black,106388.31,3.55,2022-10-06,0.5,Snowy,Wedding,Final Product 1602-3202/PROD3070.jpg,upper_body
PROD5569,Dress,M,Yellow,478963.44,4.57,2021-07-18,0.62,Sunny,Business Meeting,Final Product 1602-3202/PROD5569.jpg,upper_body
PROD1525,Dress,L,White,1649422.56,4.14,2021-12-27,0.72,Snowy,Business Meeting,Final Product 1602-3202/PROD1525.jpg,upper_body
PROD3172,Coat,S,Blue,1090799.09,3.73,2024-03-15,0.7,Sunny,Vacation,Final Product 1602-3202/PROD3172.jpg,upper_body
PROD4611,Shirt,L,Blue,2105667.75,3.43,2020-05-05,0.89,Snowy,Sports Event,Final Product 1602-3202/PROD4611.jpg,upper_body
PROD1493,Dress,XL,Green,489677.99,3.28,2022-11-26,0.37,Cloudy,Wedding,Final Product 1602-3202/PROD1493.jpg,upper_body
PROD4428,Skirt,M,Green,213812.25,4.15,2023-09-21,0.62,Cloudy,Wedding,Final Product 1602-3202/PROD4428.jpg,lower_body
PROD1811,Dress,S,Red,170932.62,3.11,2023-06-20,0.19,Sunny,Sports Event,Final Product 1602-3202/PROD1811.jpg,upper_body
PROD5614,Shirt,S,White,1705780.45,4.83,2020-10-03,0.85,Cloudy,Vacation,Final Product 1602-3202/PROD5614.jpg,upper_body
PROD5687,Suit,XXL,Yellow,1174919.28,3.76,2023-02-25,0.78,Sunny,Casual Hangout,Final Product 1602-3202/PROD5687.jpg,upper_body
PROD5746,Suit,XXL,Blue,1685040.46,4.53,2023-02-26,0.59,Cloudy,Casual Hangout,Final Product 1602-3202/PROD5746.jpg,upper_body
PROD2884,Shirt,XL,Red,720830.2,4.12,2020-10-24,0.78,Rainy,Casual Hangout,Final Product 1602-3202/PROD2884.jpg,upper_body
PROD5341,Dress,L,White,2374040.88,3.52,2023-07-28,0.33,Rainy,Sports Event,Final Product 1602-3202/PROD5341.jpg,upper_body
PROD5594,Shirt,M,Red,1571159.8,4.95,2022-03-05,0.61,Cloudy,Sports Event,Final Product 1602-3202/PROD5594.jpg,upper_body
PROD5979,Jacket,XL,Blue,2098195.78,3.89,2024-07-27,0.88,Rainy,Sports Event,Final Product 1602-3202/PROD5979.jpg,upper_body
PROD1506,Shirt,S,Green,2115498.09,3.04,2022-09-08,0.6,Rainy,Wedding,Final Product 1602-3202/PROD1506.jpg,upper_body
PROD2830,Skirt,M,Green,2874076.47,3.43,2020-10-15,0.45,Cloudy,Business Meeting,Final Product 1602-3202/PROD2830.jpg,lower_body
PROD5875,Shirt,L,Blue,353236.51,3.91,2021-12-09,0.81,Snowy,Sports Event,Final Product 1602-3202/PROD5875.jpg,upper_body
PROD4103,Suit,L,Blue,1050688.66,4.45,2024-03-07,0.39,Sunny,Casual Hangout,Final Product 1602-3202/PROD4103.jpg,upper_body
PROD5540,Suit,S,Red,1686227.86,4.25,2022-07-11,0.47,Snowy,Sports Event,Final Product 1602-3202/PROD5540.jpg,upper_body
PROD1952,Dress,XL,Black,1119418.32,4.43,2021-09-30,0.29,Snowy,Sports Event,Final Product 1602-3202/PROD1952.jpg,upper_body
PROD1448,Dress,M,White,956643.04,4.27,2020-05-04,0.75,Sunny,Vacation,Final Product 1602-3202/PROD1448.jpg,upper_body
PROD5056,Jacket,S,White,2492973.01,3.25,2020-03-31,0.01,Sunny,Wedding,Final Product 1602-3202/PROD5056.jpg,upper_body
PROD3050,Shirt,XXL,Blue,1694815.38,3.68,2023-02-27,0.57,Rainy,Wedding,Final Product 1602-3202/PROD3050.jpg,upper_body
PROD2118,Jacket,M,Blue,2193651.41,3.93,2023-04-30,0.41,Snowy,Wedding,Final Product 1602-3202/PROD2118.jpg,upper_body
PROD1862,Suit,XXL,Red,1186634.47,4.19,2021-12-21,0.09,Rainy,Sports Event,Final Product 1602-3202/PROD1862.jpg,upper_body
PROD3791,Skirt,M,White,1794010.05,4.27,2023-07-14,0.93,Cloudy,Sports Event,Final Product 1602-3202/PROD3791.jpg,lower_body
PROD1070,Dress,M,Yellow,1496133.32,3.5,2021-02-06,0.55,Rainy,Wedding,Final Product 1602-3202/PROD1070.jpg,upper_body
PROD3846,Coat,L,Red,1058816.96,4.15,2021-06-12,0.72,Rainy,Sports Event,Final Product 1602-3202/PROD3846.jpg,upper_body
PROD3221,Suit,XL,White,875778.96,4.07,2022-02-28,0.5,Rainy,Casual Hangout,Final Product 1602-3202/PROD3221.jpg,upper_body
PROD1697,Jacket,S,Green,1996281.45,3.13,2020-01-29,0.39,Snowy,Business Meeting,Final Product 1602-3202/PROD1697.jpg,upper_body
PROD4996,Skirt,M,Black,2656112.83,3.02,2024-06-28,0.7,Sunny,Casual Hangout,Final Product 1602-3202/PROD4996.jpg,lower_body
PROD5589,Shirt,XL,Green,1301050.27,3.46,2023-12-29,0.29,Cloudy,Casual Hangout,Final Product 1602-3202/PROD5589.jpg,upper_body
PROD1291,Shirt,L,Red,926698.42,4.23,2020-06-10,0.28,Snowy,Wedding,Final Product 1602-3202/PROD1291.jpg,upper_body
PROD5139,Coat,XL,Yellow,127642.26,3.25,2023-02-18,0.63,Cloudy,Vacation,Final Product 1602-3202/PROD5139.jpg,upper_body
PROD4548,Jacket,M,Green,2425760.43,3.03,2021-09-13,0.74,Cloudy,Casual Hangout,Final Product 1602-3202/PROD4548.jpg,upper_body
PROD5824,Skirt,XXL,Red,899189.1,3.57,2023-02-04,0.92,Sunny,Casual Hangout,Final Product 1602-3202/PROD5824.jpg,lower_body
PROD5590,Jacket,XXL,Red,742637.88,3.57,2021-02-13,0.43,Rainy,Wedding,Final Product 1602-3202/PROD5590.jpg,upper_body
PROD1465,Jacket,XL,Green,1635372.96,4.45,2020-06-16,0.48,Cloudy,Business Meeting,Final Product 1602-3202/PROD1465.jpg,upper_body
PROD5396,Coat,S,Red,586774.03,4.39,2024-01-17,0.95,Cloudy,Casual Hangout,Final Product 1602-3202/PROD5396.jpg,upper_body
PROD1076,Coat,S,Yellow,493018.67,3.9,2021-09-03,0.38,Snowy,Sports Event,Final Product 1602-3202/PROD1076.jpg,upper_body
PROD1625,Suit,L,Black,2419084.24,3.91,2024-09-25,0.64,Sunny,Casual Hangout,Final Product 1602-3202/PROD1625.jpg,upper_body
PROD3660,Dress,XL,Green,2800566.72,3.32,2024-11-09,0.14,Snowy,Sports Event,Final Product 1602-3202/PROD3660.jpg,upper_body
PROD5699,Skirt,S,Blue,180570.68,3.59,2022-02-19,0.63,Rainy,Business Meeting,Final Product 1602-3202/PROD5699.jpg,lower_body
PROD3797,Dress,XXL,Black,494855.1,3.54,2020-03-06,0.15,Cloudy,Sports Event,Final Product 1602-3202/PROD3797.jpg,upper_body
PROD4919,Jacket,M,Red,1910459.05,4.48,2021-05-26,0.95,Cloudy,Sports Event,Final Product 1602-3202/PROD4919.jpg,upper_body
PROD4290,Dress,M,Yellow,1328463.68,3.29,2023-04-30,0.84,Cloudy,Sports Event,Final Product 1602-3202/PROD4290.jpg,upper_body
PROD3760,Shirt,M,Blue,984346.79,4.65,2023-07-22,0.85,Rainy,Vacation,Final Product 1602-3202/PROD3760.jpg,upper_body
PROD4341,Suit,XL,Blue,2852753.12,4.09,2020-10-04,0.07,Sunny,Vacation,Final Product 1602-3202/PROD4341.jpg,upper_body
PROD1450,Suit,S,Green,737787.56,3.27,2023-01-26,0.24,Cloudy,Business Meeting,Final Product 1602-3202/PROD1450.jpg,upper_body
PROD5432,Jacket,S,Red,2826498.33,4.06,2022-03-29,0.88,Cloudy,Casual Hangout,Final Product 1602-3202/PROD5432.jpg,upper_body
PROD3702,Shirt,S,Yellow,829552.46,3.02,2021-11-12,0.02,Sunny,Wedding,Final Product 1602-3202/PROD3702.jpg,upper_body
PROD2491,Suit,XL,Green,1428416.45,3.02,2021-10-02,0.75,Cloudy,Casual Hangout,Final Product 1602-3202/PROD2491.jpg,upper_body
PROD2457,Coat,S,Green,1776681.72,4.71,2022-05-01,0.36,Sunny,Business Meeting,Final Product 1602-3202/PROD2457.jpg,upper_body
PROD2369,Jacket,XL,Blue,1353233.23,4.72,2022-05-06,0.73,Rainy,Wedding,Final Product 1602-3202/PROD2369.jpg,upper_body
PROD3689,Skirt,S,Green,2612175.61,3.53,2022-02-06,0.0,Cloudy,Vacation,Final Product 1602-3202/PROD3689.jpg,lower_body
PROD3418,Shirt,M,Black,894281.54,3.47,2022-06-12,0.95,Rainy,Sports Event,Final Product 1602-3202/PROD3418.jpg,upper_body
PROD1836,Shirt,S,Blue,747031.76,3.4,2020-12-07,0.63,Rainy,Casual Hangout,Final Product 1602-3202/PROD1836.jpg,upper_body
PROD1556,Jacket,S,Yellow,1829509.74,3.27,2020-04-21,0.42,Snowy,Casual Hangout,Final Product 1602-3202/PROD1556.jpg,upper_body
PROD1676,Suit,L,Green,453763.95,4.44,2020-09-05,0.0,Snowy,Business Meeting,Final Product 1602-3202/PROD1676.jpg,upper_body
PROD3855,Skirt,XXL,White,1227821.66,3.4,2023-11-09,0.49,Cloudy,Business Meeting,Final Product 1602-3202/PROD3855.jpg,lower_body
PROD2533,Jacket,M,Blue,1595805.85,4.13,2024-07-28,0.22,Sunny,Vacation,Final Product 1602-3202/PROD2533.jpg,upper_body
PROD3551,Jacket,XL,White,1045383.99,4.9,2020-05-12,0.89,Cloudy,Business Meeting,Final Product 1602-3202/PROD3551.jpg,upper_body
PROD4654,Dress,XL,Red,2387180.94,3.86,2021-08-26,0.29,Rainy,Wedding,Final Product 1602-3202/PROD4654.jpg,upper_body
PROD1555,Coat,XL,Blue,238252.49,3.74,2022-08-29,0.87,Rainy,Wedding,Final Product 1602-3202/PROD1555.jpg,upper_body
PROD5474,Coat,L,Blue,2335869.35,4.9,2021-08-06,0.8,Cloudy,Sports Event,Final Product 1602-3202/PROD5474.jpg,upper_body
PROD3873,Jacket,XXL,Red,1136683.62,3.52,2023-10-21,0.38,Rainy,Vacation,Final Product 1602-3202/PROD3873.jpg,upper_body
PROD5493,Skirt,S,Black,2032916.02,3.47,2021-02-26,0.94,Sunny,Wedding,Final Product 1602-3202/PROD5493.jpg,lower_body
PROD4845,Shirt,XL,Blue,270567.41,4.38,2020-09-13,0.36,Sunny,Sports Event,Final Product 1602-3202/PROD4845.jpg,upper_body
PROD1362,Skirt,M,Blue,2279894.2,4.08,2023-09-15,0.95,Sunny,Vacation,Final Product 1602-3202/PROD1362.jpg,lower_body
PROD4494,Skirt,XXL,Green,1543860.16,4.88,2022-08-09,0.66,Cloudy,Wedding,Final Product 1602-3202/PROD4494.jpg,lower_body
PROD1366,Coat,XL,Green,2469986.66,4.28,2024-07-07,0.76,Sunny,Business Meeting,Final Product 1602-3202/PROD1366.jpg,upper_body
PROD5576,Jacket,M,Red,1622583.25,4.32,2022-07-20,0.8,Rainy,Business Meeting,Final Product 1602-3202/PROD5576.jpg,upper_body
PROD3546,Suit,L,Green,1592941.08,4.86,2021-09-16,0.8,Snowy,Business Meeting,Final Product 1602-3202/PROD3546.jpg,upper_body
PROD4122,Jacket,S,White,1225756.45,4.33,2021-03-31,0.32,Cloudy,Sports Event,Final Product 1602-3202/PROD4122.jpg,upper_body
PROD4461,Shirt,L,Red,1576106.94,3.74,2022-07-28,0.34,Snowy,Vacation,Final Product 1602-3202/PROD4461.jpg,upper_body
PROD3242,Skirt,L,White,1316132.7,4.19,2022-10-12,0.96,Sunny,Wedding,Final Product 1602-3202/PROD3242.jpg,lower_body
PROD5781,Coat,L,Blue,1707418.04,4.3,2020-12-23,0.61,Cloudy,Sports Event,Final Product 1602-3202/PROD5781.jpg,upper_body
PROD4185,Dress,S,Black,2106862.38,3.85,2023-12-04,0.87,Rainy,Casual Hangout,Final Product 1602-3202/PROD4185.jpg,upper_body
PROD2788,Shirt,L,Black,1113752.7,3.85,2022-12-22,0.56,Snowy,Casual Hangout,Final Product 1602-3202/PROD2788.jpg,upper_body
PROD1428,Coat,L,Green,2480818.51,4.67,2020-09-14,0.97,Sunny,Sports Event,Final Product 1602-3202/PROD1428.jpg,upper_body
PROD2983,Jacket,XXL,Blue,2796021.57,4.71,2021-07-09,0.66,Cloudy,Sports Event,Final Product 1602-3202/PROD2983.jpg,upper_body
PROD3454,Shirt,XXL,Black,2776539.66,3.81,2021-07-31,0.16,Rainy,Sports Event,Final Product 1602-3202/PROD3454.jpg,upper_body
PROD4971,Jacket,XXL,Blue,2083724.95,3.39,2023-10-20,0.85,Sunny,Business Meeting,Final Product 1602-3202/PROD4971.jpg,upper_body
PROD1981,Skirt,S,White,968001.35,3.55,2023-06-29,0.05,Snowy,Wedding,Final Product 1602-3202/PROD1981.jpg,lower_body
PROD2833,Jacket,XXL,Yellow,1207583.28,4.2,2020-03-13,0.58,Snowy,Vacation,Final Product 1602-3202/PROD2833.jpg,upper_body
PROD2703,Shirt,S,Black,690105.19,3.41,2022-09-06,0.6,Sunny,Business Meeting,Final Product 1602-3202/PROD2703.jpg,upper_body
PROD4762,Shirt,M,Black,2583432.93,3.73,2020-12-09,0.67,Sunny,Casual Hangout,Final Product 1602-3202/PROD4762.jpg,upper_body
PROD5246,Coat,XL,Green,737530.19,3.03,2022-11-06,0.19,Rainy,Sports Event,Final Product 1602-3202/PROD5246.jpg,upper_body
PROD2498,Dress,XL,Red,1549139.34,3.22,2022-09-24,0.4,Snowy,Wedding,Final Product 1602-3202/PROD2498.jpg,upper_body
PROD5161,Shirt,M,Yellow,1423232.05,4.07,2020-08-19,0.13,Snowy,Vacation,Final Product 1602-3202/PROD5161.jpg,upper_body
PROD2196,Jacket,XXL,Red,1687476.93,3.29,2023-08-05,0.87,Snowy,Vacation,Final Product 1602-3202/PROD2196.jpg,upper_body
PROD4037,Shirt,XXL,Red,1056284.98,3.84,2022-10-26,0.19,Snowy,Casual Hangout,Final Product 1602-3202/PROD4037.jpg,upper_body
PROD5703,Coat,XXL,Blue,2446601.43,4.27,2022-10-26,0.81,Snowy,Wedding,Final Product 1602-3202/PROD5703.jpg,upper_body
PROD5304,Skirt,L,Yellow,2037132.15,4.68,2020-05-26,0.16,Rainy,Business Meeting,Final Product 1602-3202/PROD5304.jpg,lower_body
PROD4236,Suit,S,Yellow,627004.7,4.22,2020-07-06,0.07,Cloudy,Casual Hangout,Final Product 1602-3202/PROD4236.jpg,upper_body
PROD2314,Suit,XXL,Green,2315003.37,4.55,2021-11-17,0.64,Rainy,Sports Event,Final Product 1602-3202/PROD2314.jpg,upper_body
PROD5117,Dress,XXL,White,579023.02,3.9,2020-09-26,0.78,Sunny,Sports Event,Final Product 1602-3202/PROD5117.jpg,upper_body
PROD5669,Jacket,L,Red,137386.63,4.25,2020-05-13,0.31,Rainy,Sports Event,Final Product 1602-3202/PROD5669.jpg,upper_body
PROD3443,Suit,L,Black,1359433.54,3.76,2024-06-27,0.52,Cloudy,Vacation,Final Product 1602-3202/PROD3443.jpg,upper_body
PROD5754,Suit,XL,Yellow,1984717.45,4.62,2024-02-02,0.21,Rainy,Casual Hangout,Final Product 1602-3202/PROD5754.jpg,upper_body
PROD5808,Dress,L,Blue,2039398.93,4.72,2020-04-03,0.64,Sunny,Vacation,Final Product 1602-3202/PROD5808.jpg,upper_body
PROD4598,Suit,XXL,Yellow,994456.08,3.71,2020-12-15,0.14,Rainy,Wedding,Final Product 1602-3202/PROD4598.jpg,upper_body
PROD4682,Suit,XXL,Yellow,2679364.75,3.76,2023-12-03,0.57,Rainy,Vacation,Final Product 1602-3202/PROD4682.jpg,upper_body
PROD2678,Shirt,L,Red,1133320.01,4.38,2020-03-15,0.99,Rainy,Casual Hangout,Final Product 1602-3202/PROD2678.jpg,upper_body
PROD5916,Skirt,XXL,Black,659809.1,3.36,2024-10-09,0.2,Snowy,Casual Hangout,Final Product 1602-3202/PROD5916.jpg,lower_body
PROD5805,Skirt,M,Red,1877765.9,4.83,2024-05-11,0.99,Snowy,Vacation,Final Product 1602-3202/PROD5805.jpg,lower_body
PROD3767,Jacket,M,Yellow,1305509.0,3.27,2023-11-01,0.02,Cloudy,Wedding,Final Product 1602-3202/PROD3767.jpg,upper_body
PROD3945,Suit,M,Black,2715920.44,4.01,2022-08-12,0.45,Cloudy,Sports Event,Final Product 1602-3202/PROD3945.jpg,upper_body
PROD2175,Shirt,S,Green,2494707.12,3.78,2023-07-22,0.63,Sunny,Business Meeting,Final Product 1602-3202/PROD2175.jpg,upper_body
PROD2932,Shirt,M,Black,181861.36,3.07,2023-10-06,0.6,Sunny,Sports Event,Final Product 1602-3202/PROD2932.jpg,upper_body
PROD3790,Coat,M,White,434698.68,3.19,2022-07-16,0.84,Sunny,Business Meeting,Final Product 1602-3202/PROD3790.jpg,upper_body
PROD2449,Dress,XL,Green,701375.31,4.58,2023-12-21,0.98,Rainy,Vacation,Final Product 1602-3202/PROD2449.jpg,upper_body
PROD1038,Coat,XL,Black,2100515.27,4.24,2023-10-07,0.65,Sunny,Wedding,Final Product 1602-3202/PROD1038.jpg,upper_body
PROD2511,Shirt,M,Black,951685.46,3.43,2020-11-04,0.17,Snowy,Sports Event,Final Product 1602-3202/PROD2511.jpg,upper_body
PROD2943,Dress,S,Black,2441760.55,4.18,2020-03-27,0.48,Rainy,Wedding,Final Product 1602-3202/PROD2943.jpg,upper_body
PROD1171,Dress,S,White,1500376.38,4.73,2023-05-03,0.09,Rainy,Wedding,Final Product 1602-3202/PROD1171.jpg,upper_body
PROD4727,Skirt,S,Green,2549160.04,4.53,2020-01-24,0.71,Sunny,Sports Event,Final Product 1602-3202/PROD4727.jpg,lower_body
PROD5700,Dress,M,Black,2191001.09,4.12,2022-03-07,0.52,Sunny,Business Meeting,Final Product 1602-3202/PROD5700.jpg,upper_body
PROD4578,Dress,XXL,Yellow,153592.79,3.51,2023-07-26,0.71,Cloudy,Casual Hangout,Final Product 1602-3202/PROD4578.jpg,upper_body
PROD4045,Shirt,XL,Black,2494916.62,4.08,2022-04-25,0.29,Cloudy,Vacation,Final Product 1602-3202/PROD4045.jpg,upper_body
