Product_ID,Category,Size,Color,Price,Rating,Launch_Date,Trending_Score,Weather,Event_Type
PROD5548,Skirt,S,Blue,2257165.82,3.38,2021-05-11,0.24,Rainy,Vacation
PROD1056,Coat,L,Blue,730799.16,3.56,2020-05-16,0.73,Sunny,Wedding
PROD1415,Shirt,L,Black,1726786.15,4.36,2020-01-17,0.32,Cloudy,Business Meeting
PROD3565,Jacket,L,Red,1296046.63,3.47,2022-09-16,0.95,Cloudy,Business Meeting
PROD3395,Coat,S,Red,980632.73,3.15,2024-02-09,0.93,Sunny,Vacation
PROD3319,Dress,S,Red,1554381.23,3.64,2023-06-03,0.98,Sunny,Wedding
PROD5787,Suit,S,Green,1868847.51,4.72,2020-12-21,0.43,Sunny,Vacation
PROD3041,Dress,XXL,Blue,1425782.09,4.2,2021-10-20,0.7,Sunny,Casual Hangout
PROD5888,Shirt,XL,Green,1085313.99,3.05,2021-08-03,0.61,Cloudy,Sports Event
PROD1168,Skirt,M,Red,1516232.7,4.49,2023-07-26,0.26,Snowy,Business Meeting
PROD5301,Skirt,XXL,Red,2276687.85,3.75,2021-03-15,0.56,Rainy,Vacation
PROD2225,Skirt,S,Black,1007758.42,3.8,2021-04-01,0.97,Cloudy,Sports Event
PROD3645,Dress,S,Red,2291110.34,3.02,2021-03-30,0.05,Snowy,Casual Hangout
PROD4326,Jacket,M,Green,2670906.96,3.26,2024-05-16,0.81,Cloudy,Business Meeting
PROD3690,Coat,XXL,White,1086465.71,3.72,2021-08-14,0.92,Sunny,Sports Event
PROD4194,Coat,S,Yellow,1772502.03,3.15,2023-04-06,0.08,Snowy,Business Meeting
PROD3389,Shirt,XL,Red,1341395.32,3.91,2023-03-14,0.64,Sunny,Business Meeting
PROD3387,Coat,S,Yellow,1184071.95,3.18,2022-02-11,0.03,Rainy,Business Meeting
PROD3534,Shirt,XXL,Black,2220149.11,3.98,2021-12-23,0.23,Sunny,Business Meeting
PROD5450,Skirt,S,Yellow,1364421.54,3.78,2023-09-04,0.95,Rainy,Business Meeting
PROD5734,Jacket,L,Blue,748666.76,3.8,2021-12-23,0.15,Sunny,Sports Event
PROD4127,Dress,S,Green,170259.98,3.81,2020-01-31,0.7,Cloudy,Wedding
PROD2818,Coat,L,Red,1566549.88,4.62,2024-05-28,0.04,Cloudy,Sports Event
PROD1318,Coat,S,Blue,2080230.43,4.37,2024-08-14,0.68,Rainy,Wedding
PROD4190,Coat,S,Yellow,1697425.87,3.83,2021-09-01,0.32,Sunny,Business Meeting
PROD5688,Jacket,M,Black,2096007.82,5.0,2024-01-13,0.92,Cloudy,Vacation
PROD5133,Skirt,XL,Green,182412.29,3.58,2024-07-28,0.66,Snowy,Sports Event
PROD4343,Jacket,XXL,Blue,305665.16,3.81,2021-09-23,0.35,Rainy,Casual Hangout
PROD1704,Skirt,XL,Blue,475330.84,4.09,2021-08-01,1.0,Cloudy,Sports Event
PROD3449,Dress,S,Black,2252204.1,3.07,2024-10-16,0.91,Cloudy,Wedding
PROD5101,Skirt,XL,Black,2135067.6,4.71,2024-06-06,0.67,Sunny,Sports Event
PROD2752,Jacket,XXL,Black,1560933.94,3.44,2024-05-30,0.79,Cloudy,Casual Hangout
PROD5376,Dress,L,Red,1331758.41,3.0,2023-08-29,0.22,Rainy,Business Meeting
PROD5467,Dress,M,Green,765392.78,4.44,2022-11-30,0.25,Rainy,Wedding
PROD2872,Shirt,L,White,923997.46,3.53,2020-11-28,0.27,Sunny,Sports Event
PROD2281,Jacket,L,Blue,894475.74,3.36,2020-12-12,0.17,Snowy,Business Meeting
PROD3768,Skirt,M,Red,579291.66,3.48,2020-03-22,0.43,Snowy,Casual Hangout
PROD5451,Coat,L,Blue,425366.76,4.04,2020-09-23,0.16,Snowy,Vacation
PROD5993,Coat,XL,Yellow,2502443.08,3.78,2023-05-18,0.15,Cloudy,Casual Hangout
PROD4617,Shirt,M,Blue,1377926.44,3.98,2023-09-11,0.8,Sunny,Vacation
PROD4183,Shirt,M,Green,1726092.99,4.95,2021-09-01,0.44,Cloudy,Sports Event
PROD4857,Suit,S,Green,998794.08,4.02,2022-05-30,0.65,Cloudy,Casual Hangout
PROD3655,Suit,XL,Red,1922848.5,3.9,2023-08-31,0.76,Sunny,Business Meeting
PROD1976,Suit,S,Black,2809646.2,4.6,2020-05-08,0.24,Sunny,Casual Hangout
PROD1893,Dress,M,White,1003663.98,4.12,2021-06-18,0.22,Rainy,Vacation
PROD5063,Shirt,M,Red,1188876.22,4.72,2020-10-23,0.27,Sunny,Business Meeting
PROD5213,Shirt,S,Blue,1174490.15,4.62,2020-12-13,0.92,Snowy,Vacation
PROD4169,Coat,XXL,Yellow,2448706.08,4.55,2021-07-17,0.75,Cloudy,Casual Hangout
PROD5321,Coat,XL,White,1568770.46,4.08,2020-02-11,0.0,Rainy,Vacation
PROD4469,Suit,M,Red,2268091.6,4.05,2023-08-06,0.51,Rainy,Casual Hangout
PROD1785,Jacket,S,White,1949901.18,4.03,2020-12-05,0.15,Sunny,Casual Hangout
PROD2597,Shirt,S,Green,2324611.76,4.56,2024-06-14,0.28,Rainy,Casual Hangout
PROD2679,Shirt,XL,Green,552102.0,4.02,2021-10-08,0.81,Rainy,Vacation
PROD1005,Coat,S,Red,1232982.54,4.29,2022-07-07,0.17,Rainy,Business Meeting
PROD2803,Jacket,S,Red,211223.25,3.33,2021-07-23,0.02,Snowy,Vacation
PROD3280,Dress,S,White,1324457.9,3.5,2022-02-06,0.33,Sunny,Wedding
PROD3741,Skirt,L,Red,1226368.8,3.45,2024-08-18,0.94,Cloudy,Casual Hangout
PROD2443,Skirt,XL,Yellow,2874179.29,3.63,2021-01-01,0.08,Sunny,Vacation
PROD4680,Jacket,XXL,Green,2890443.39,3.75,2024-05-31,0.5,Snowy,Vacation
PROD1097,Skirt,M,Blue,2827010.75,3.04,2023-12-24,0.21,Sunny,Vacation
PROD5748,Suit,L,Black,1047336.26,4.74,2022-07-06,0.11,Snowy,Casual Hangout
PROD1956,Dress,L,Green,1918513.52,3.51,2023-08-04,0.83,Rainy,Sports Event
PROD5121,Suit,S,Blue,711722.31,4.4,2024-06-26,0.78,Snowy,Casual Hangout
PROD3795,Coat,M,Black,1807011.56,3.99,2023-04-27,0.47,Snowy,Business Meeting
PROD3619,Jacket,XL,Black,1812978.97,3.96,2021-01-20,0.46,Snowy,Business Meeting
PROD2417,Dress,S,Black,2244613.3,3.2,2022-04-14,0.43,Rainy,Casual Hangout
PROD4792,Jacket,L,Yellow,524778.08,4.98,2022-07-18,0.5,Rainy,Sports Event
PROD4830,Shirt,XXL,Red,719561.64,3.98,2023-02-27,0.86,Snowy,Business Meeting
PROD3539,Coat,XL,Red,2937922.3,3.44,2020-01-23,0.41,Sunny,Wedding
PROD3930,Shirt,L,White,2845883.45,3.01,2024-11-10,0.28,Rainy,Casual Hangout
PROD1654,Shirt,L,White,614753.68,3.26,2021-11-03,0.1,Rainy,Casual Hangout
PROD3274,Suit,XL,Yellow,608985.96,3.6,2023-04-22,0.02,Sunny,Sports Event
PROD3856,Dress,XL,Red,2579047.56,4.21,2021-11-27,0.49,Rainy,Wedding
PROD5858,Coat,M,Black,2926470.46,3.65,2022-05-18,0.23,Rainy,Casual Hangout
PROD2988,Shirt,XL,Blue,2649245.81,4.08,2020-02-05,0.23,Snowy,Wedding
PROD4231,Shirt,M,Blue,2215287.78,4.19,2022-03-01,0.01,Rainy,Wedding
PROD5439,Suit,S,Blue,2570794.74,3.08,2024-01-04,0.39,Sunny,Wedding
PROD2595,Suit,M,Red,2108245.16,4.23,2021-10-09,0.91,Cloudy,Sports Event
PROD1221,Coat,L,Yellow,1013570.91,3.39,2020-07-02,0.01,Cloudy,Casual Hangout
PROD5142,Suit,M,Red,1093889.56,3.73,2021-11-16,0.93,Rainy,Sports Event
PROD5937,Jacket,M,White,2479880.62,3.72,2021-08-29,0.17,Snowy,Sports Event
PROD5836,Dress,XXL,Black,700685.42,4.74,2020-06-05,0.07,Sunny,Wedding
PROD3622,Shirt,M,Yellow,333457.36,4.54,2020-04-19,0.74,Sunny,Casual Hangout
PROD5299,Suit,S,Blue,2692821.81,4.96,2024-07-16,0.8,Cloudy,Casual Hangout
PROD4742,Coat,XL,Green,981794.63,4.17,2024-05-23,0.05,Rainy,Wedding
PROD5883,Suit,XXL,Green,952411.89,4.86,2024-05-25,0.14,Cloudy,Vacation
PROD5531,Dress,XL,Green,1603878.72,3.11,2021-08-20,0.43,Snowy,Sports Event
PROD3806,Jacket,M,Yellow,508057.78,4.94,2023-01-22,0.82,Snowy,Sports Event
PROD2142,Suit,L,White,2405761.66,3.62,2020-11-11,0.67,Cloudy,Sports Event
PROD3052,Jacket,M,Black,2109580.63,4.46,2024-02-15,0.61,Sunny,Business Meeting
PROD3671,Dress,XL,White,1549761.47,3.34,2020-06-05,0.12,Sunny,Sports Event
PROD4632,Shirt,L,Blue,2207297.76,3.66,2022-11-03,0.21,Sunny,Vacation
PROD1476,Shirt,XL,Yellow,2184964.8,4.21,2021-12-30,0.17,Rainy,Sports Event
PROD2094,Shirt,XXL,Red,434328.06,3.48,2022-03-10,0.84,Cloudy,Vacation
PROD3999,Dress,XXL,Blue,1319924.58,4.24,2024-05-27,0.94,Sunny,Business Meeting
PROD1999,Dress,XXL,White,2848188.26,3.96,2024-08-30,0.75,Cloudy,Business Meeting
PROD3818,Skirt,M,Blue,2970806.99,4.72,2020-07-09,0.3,Sunny,Vacation
PROD5568,Jacket,XL,Blue,2353498.36,3.97,2024-03-01,0.44,Snowy,Casual Hangout
PROD4203,Dress,S,Red,1589290.66,3.08,2020-03-09,0.83,Snowy,Sports Event
PROD3886,Jacket,M,Green,119859.4,4.45,2022-09-19,0.76,Snowy,Sports Event
PROD3126,Dress,XL,Yellow,755628.2,4.15,2024-02-19,0.34,Cloudy,Casual Hangout
PROD3903,Coat,XL,Black,110006.8,3.41,2023-08-27,0.36,Rainy,Wedding
PROD1876,Shirt,S,Black,1539247.48,3.69,2020-09-16,0.46,Cloudy,Wedding
PROD1232,Dress,XL,Black,1851662.72,4.3,2023-07-04,0.22,Snowy,Sports Event
PROD4162,Dress,XL,Red,870934.03,3.4,2024-05-04,0.85,Sunny,Vacation
PROD4013,Suit,S,Yellow,1001373.44,4.54,2023-11-04,0.79,Sunny,Wedding
PROD4283,Skirt,XL,Red,2779773.49,4.27,2020-04-17,0.48,Cloudy,Business Meeting
PROD4423,Skirt,XL,Black,757230.75,3.17,2023-05-04,0.21,Rainy,Business Meeting
PROD4445,Suit,L,Red,1896272.97,4.78,2021-12-07,0.33,Rainy,Wedding
PROD2130,Suit,L,Green,1258101.98,4.11,2020-06-25,0.63,Cloudy,Sports Event
PROD3076,Dress,M,Blue,496359.35,3.13,2020-03-08,0.67,Rainy,Wedding
PROD1674,Jacket,XXL,White,1105339.45,4.62,2022-09-07,0.68,Rainy,Business Meeting
PROD1930,Shirt,L,Green,2414254.02,3.35,2024-09-27,0.42,Cloudy,Casual Hangout
PROD4322,Shirt,S,Red,1771174.29,3.19,2024-04-13,0.85,Snowy,Wedding
PROD1154,Jacket,L,Black,1468599.48,3.46,2021-05-02,0.13,Rainy,Wedding
PROD3129,Coat,M,Blue,1158943.17,3.69,2021-03-15,0.01,Rainy,Vacation
PROD2652,Coat,XXL,White,148463.7,3.68,2021-12-23,0.42,Cloudy,Business Meeting
PROD1920,Suit,XXL,White,1562314.51,3.71,2021-05-11,0.9,Snowy,Sports Event
PROD3035,Shirt,M,White,2900267.47,4.64,2021-05-30,0.11,Snowy,Vacation
PROD2426,Suit,M,Black,406104.94,3.78,2020-06-14,0.01,Cloudy,Vacation
PROD3277,Skirt,L,Red,557712.56,3.65,2024-11-07,0.92,Cloudy,Wedding
PROD1150,Skirt,XL,White,2249814.81,4.2,2023-10-15,0.24,Rainy,Casual Hangout
PROD2267,Jacket,S,Red,1924803.69,3.16,2021-03-14,0.21,Snowy,Casual Hangout
PROD3093,Dress,M,Green,283595.19,4.36,2024-03-11,0.32,Snowy,Wedding
PROD1918,Coat,L,Yellow,2553927.12,3.55,2020-07-27,0.05,Cloudy,Business Meeting
PROD1166,Dress,L,White,564712.27,4.04,2022-07-12,1.0,Rainy,Sports Event
PROD1197,Jacket,L,Yellow,2851255.52,4.86,2021-11-24,0.69,Sunny,Sports Event
PROD1915,Shirt,L,Black,1620942.21,3.16,2023-08-30,0.2,Snowy,Casual Hangout
PROD1765,Skirt,XL,Yellow,2174171.93,4.67,2020-08-27,0.72,Snowy,Vacation
PROD3159,Jacket,S,Black,512207.7,4.72,2024-04-24,0.14,Rainy,Sports Event
PROD5418,Jacket,S,White,194152.57,4.64,2023-03-05,0.95,Snowy,Business Meeting
PROD4348,Suit,XL,Black,516339.58,4.19,2021-03-31,0.18,Cloudy,Business Meeting
PROD1434,Shirt,XL,Yellow,1589244.35,4.77,2023-03-23,0.23,Snowy,Sports Event
PROD3499,Shirt,M,Blue,1507383.11,3.86,2024-01-15,0.78,Cloudy,Casual Hangout
PROD2241,Jacket,XL,Yellow,705596.19,3.94,2023-08-15,0.76,Cloudy,Sports Event
PROD3328,Shirt,S,Red,2733077.82,4.56,2020-05-05,0.06,Rainy,Sports Event
PROD5724,Dress,XL,White,1027184.94,3.41,2020-03-29,0.36,Cloudy,Sports Event
PROD4621,Suit,S,White,2455903.68,4.05,2023-07-23,0.71,Snowy,Vacation
PROD5694,Dress,S,Black,1268140.5,3.72,2022-02-08,0.19,Rainy,Business Meeting
PROD5511,Dress,XL,White,1360550.8,4.79,2020-07-26,0.01,Sunny,Wedding
PROD5586,Dress,XXL,Black,1827858.5,4.0,2024-02-21,0.06,Rainy,Sports Event
PROD3467,Coat,XL,Yellow,1914142.63,3.78,2020-06-28,0.04,Rainy,Business Meeting
PROD5879,Suit,S,Black,1723522.97,4.11,2023-09-09,0.63,Rainy,Casual Hangout
PROD4898,Skirt,S,White,1904394.56,3.2,2020-03-05,0.37,Cloudy,Sports Event
PROD3214,Shirt,XL,Blue,341160.23,4.31,2020-08-26,0.93,Snowy,Casual Hangout
PROD5651,Jacket,S,White,1993182.97,3.99,2021-07-09,0.09,Snowy,Business Meeting
PROD2145,Jacket,XL,Red,1105000.32,3.33,2023-02-03,0.1,Snowy,Wedding
PROD5555,Coat,M,Blue,1484768.79,3.39,2020-07-25,0.46,Cloudy,Business Meeting
PROD5307,Suit,XL,Green,2150719.11,3.68,2023-10-29,0.15,Cloudy,Sports Event
PROD4993,Dress,XL,White,1396420.07,4.83,2020-07-16,0.15,Cloudy,Vacation
PROD2758,Jacket,S,Yellow,330449.63,4.59,2021-01-04,0.33,Rainy,Wedding
PROD2987,Suit,M,Blue,362297.02,4.59,2020-11-10,0.74,Sunny,Wedding
PROD1594,Skirt,XL,Yellow,649683.59,3.33,2023-09-16,0.24,Rainy,Sports Event
PROD2610,Jacket,M,Blue,2809595.48,3.64,2023-04-05,0.94,Snowy,Business Meeting
PROD4836,Suit,L,White,1281420.12,4.42,2023-06-10,0.2,Sunny,Business Meeting
PROD3376,Suit,XL,Red,893439.69,4.3,2022-07-01,0.9,Sunny,Vacation
PROD1116,Suit,L,Yellow,2912926.16,3.28,2021-08-05,0.67,Rainy,Vacation
PROD4217,Dress,L,Red,453468.84,4.74,2024-09-11,0.63,Cloudy,Wedding
PROD3782,Shirt,L,White,464895.2,4.49,2024-06-22,0.41,Rainy,Vacation
PROD2283,Skirt,XL,Green,2854004.66,4.03,2020-04-19,0.34,Sunny,Wedding
PROD1530,Skirt,L,Blue,794838.85,3.67,2022-07-03,0.41,Sunny,Wedding
PROD4738,Coat,M,Black,236758.02,3.06,2024-08-16,0.52,Snowy,Wedding
PROD2455,Skirt,L,White,2202724.91,4.95,2022-12-14,0.39,Snowy,Business Meeting
PROD4425,Suit,S,White,1791632.63,4.12,2024-02-13,0.16,Snowy,Business Meeting
PROD2155,Dress,M,Blue,2959299.14,3.65,2020-03-14,0.39,Sunny,Casual Hangout
PROD1779,Jacket,L,Green,474193.19,4.74,2021-04-17,0.82,Rainy,Wedding
PROD5289,Coat,S,White,1830772.15,3.93,2021-02-04,0.03,Sunny,Vacation
PROD2509,Jacket,L,Green,1149304.1,4.38,2023-04-03,0.69,Cloudy,Sports Event
PROD3719,Suit,M,Yellow,1962297.86,4.98,2020-05-09,1.0,Rainy,Casual Hangout
PROD5072,Suit,L,Blue,2922136.23,3.34,2020-07-17,0.87,Rainy,Vacation
PROD2229,Coat,XL,Yellow,1698320.19,3.76,2021-09-17,0.57,Cloudy,Business Meeting
PROD3590,Dress,S,Blue,1936395.29,4.69,2024-04-06,0.9,Cloudy,Casual Hangout
PROD3128,Jacket,M,Yellow,2841533.52,4.09,2021-05-02,0.12,Cloudy,Business Meeting
PROD4673,Suit,L,Red,1330549.93,3.57,2020-05-07,0.3,Cloudy,Casual Hangout
PROD3283,Coat,S,White,1423188.83,4.4,2023-01-01,0.49,Sunny,Wedding
PROD1416,Dress,S,Yellow,2705124.23,3.61,2020-05-20,0.64,Cloudy,Business Meeting
PROD2747,Shirt,S,White,2143591.17,4.43,2023-12-02,0.04,Cloudy,Wedding
PROD2234,Shirt,M,White,669255.81,3.47,2021-11-23,0.7,Snowy,Vacation
PROD5849,Suit,S,Black,1174348.13,4.16,2024-02-06,0.69,Rainy,Business Meeting
PROD3647,Coat,S,White,1336524.84,4.02,2021-01-20,0.46,Cloudy,Business Meeting
PROD1091,Coat,L,Yellow,1837238.35,4.73,2022-03-18,0.65,Cloudy,Sports Event
PROD2086,Suit,L,Red,1587470.97,3.36,2023-04-09,0.57,Snowy,Wedding
PROD4663,Coat,M,Yellow,2395847.14,4.83,2020-08-08,0.75,Sunny,Sports Event
PROD4074,Dress,S,Green,224662.61,4.68,2023-05-02,0.48,Rainy,Business Meeting
PROD4604,Coat,S,Yellow,1170487.97,3.57,2024-09-16,0.33,Sunny,Vacation
PROD3867,Jacket,L,Black,2845444.15,4.7,2023-11-07,0.52,Rainy,Sports Event
PROD1558,Suit,L,Blue,745253.28,4.41,2020-08-28,0.34,Rainy,Wedding
PROD4703,Dress,L,White,1411293.66,3.95,2021-04-25,0.51,Snowy,Wedding
PROD4686,Coat,XXL,Red,1988497.98,3.3,2020-05-02,0.92,Rainy,Vacation
PROD4658,Shirt,L,Yellow,561842.03,3.63,2020-07-08,0.2,Snowy,Business Meeting
PROD4210,Jacket,L,Black,1390064.13,3.22,2021-12-09,0.98,Sunny,Business Meeting
PROD3078,Jacket,L,White,2537446.4,3.04,2023-09-25,0.64,Cloudy,Vacation
PROD4325,Shirt,L,Blue,1929839.42,4.02,2020-10-20,0.76,Snowy,Wedding
PROD3841,Suit,S,Yellow,870445.46,3.14,2022-10-02,0.02,Cloudy,Casual Hangout
PROD3812,Coat,L,Blue,505848.98,4.53,2021-07-08,0.73,Cloudy,Vacation
PROD5539,Dress,XXL,White,582677.77,3.84,2020-10-15,0.57,Rainy,Wedding
PROD1061,Dress,XXL,White,2801891.68,3.06,2020-01-05,0.47,Rainy,Casual Hangout
PROD4364,Shirt,S,Green,1078286.4,3.29,2021-09-08,0.32,Cloudy,Wedding
PROD2359,Shirt,XXL,Blue,2240756.09,4.0,2021-03-29,0.96,Snowy,Wedding
PROD2503,Dress,S,Green,1191069.32,3.63,2024-11-09,0.79,Sunny,Casual Hangout
PROD2487,Dress,XL,Black,1692839.11,3.81,2020-12-22,0.33,Rainy,Casual Hangout
PROD5080,Jacket,M,Yellow,1865004.02,4.17,2022-02-05,0.02,Sunny,Business Meeting
PROD5973,Suit,L,Black,1919600.45,4.44,2024-11-19,0.98,Cloudy,Business Meeting
PROD5293,Jacket,S,White,1427609.08,4.42,2022-12-18,0.58,Cloudy,Wedding
PROD4048,Coat,XL,Green,2012522.08,4.3,2023-05-19,0.2,Rainy,Casual Hangout
PROD1577,Shirt,XXL,Red,2193367.54,3.47,2023-10-22,0.0,Rainy,Wedding
PROD4085,Dress,S,White,2965791.52,4.32,2021-03-25,0.67,Rainy,Sports Event
PROD1660,Skirt,XL,Red,987864.99,3.07,2021-05-06,0.33,Sunny,Wedding
PROD5915,Jacket,XXL,Blue,1862621.07,4.64,2024-03-10,0.13,Snowy,Sports Event
PROD3416,Coat,XL,Yellow,841691.34,3.35,2021-01-27,0.59,Rainy,Sports Event
PROD2254,Shirt,L,White,702711.97,4.44,2022-04-12,0.17,Rainy,Vacation
PROD5041,Coat,L,Red,2410913.19,4.24,2020-08-14,0.2,Rainy,Business Meeting
PROD4558,Skirt,XXL,Yellow,1001594.44,4.43,2022-07-15,0.56,Sunny,Vacation
PROD4359,Dress,XL,White,2251034.51,3.01,2024-10-01,0.21,Cloudy,Casual Hangout
PROD3438,Coat,M,Green,2944810.29,4.07,2021-08-27,0.45,Sunny,Sports Event
PROD1611,Shirt,XXL,Green,2162443.06,4.86,2022-03-12,0.06,Cloudy,Vacation
PROD4838,Shirt,S,Green,1010091.25,3.15,2021-08-10,0.4,Snowy,Wedding
PROD5887,Suit,XXL,White,2859162.08,4.95,2022-12-02,0.97,Sunny,Sports Event
PROD1441,Skirt,M,Blue,613936.54,3.44,2021-05-18,0.14,Sunny,Wedding
PROD5914,Dress,M,Black,249424.86,4.14,2020-03-06,0.66,Snowy,Sports Event
PROD2123,Suit,XXL,Green,2345093.95,3.67,2024-05-13,0.03,Rainy,Sports Event
PROD1569,Dress,XL,Yellow,1550182.96,4.54,2022-11-04,0.24,Rainy,Casual Hangout
PROD2624,Suit,L,White,483849.99,4.52,2021-02-24,0.4,Snowy,Sports Event
PROD3358,Coat,M,Blue,1974388.33,4.64,2024-01-11,0.57,Rainy,Wedding
PROD4375,Suit,XXL,Black,1449411.26,3.16,2023-10-20,0.68,Sunny,Sports Event
PROD3164,Dress,M,Blue,1023730.87,4.5,2021-03-10,0.29,Cloudy,Business Meeting
PROD1500,Coat,M,Blue,395594.79,3.76,2022-11-06,0.53,Sunny,Casual Hangout
PROD2954,Dress,L,Yellow,2996327.54,3.46,2020-05-18,0.56,Cloudy,Wedding
PROD1546,Dress,M,Yellow,488180.78,3.55,2024-08-28,0.12,Cloudy,Vacation
PROD5799,Shirt,L,Green,451882.47,4.89,2020-02-06,0.71,Cloudy,Sports Event
PROD1698,Coat,M,Red,426085.63,4.71,2023-03-29,0.17,Rainy,Vacation
PROD3888,Suit,XL,Red,2075958.17,4.82,2022-07-16,0.51,Sunny,Casual Hangout
PROD5964,Skirt,L,Blue,2188830.73,4.81,2023-06-24,0.7,Cloudy,Sports Event
PROD5943,Coat,S,Black,1965660.87,3.46,2024-11-12,0.14,Cloudy,Vacation
PROD4613,Dress,M,Red,1396338.38,3.92,2022-10-05,0.04,Sunny,Casual Hangout
PROD3493,Suit,L,White,406633.95,4.97,2021-10-22,0.18,Cloudy,Business Meeting
PROD4431,Dress,XXL,Black,1657535.25,3.59,2020-07-05,0.33,Cloudy,Business Meeting
PROD2842,Shirt,L,Green,2437063.19,3.34,2022-05-15,0.4,Cloudy,Casual Hangout
PROD3316,Skirt,XL,Yellow,2529716.89,4.12,2022-09-02,0.74,Cloudy,Wedding
PROD2676,Dress,M,Blue,2916868.17,3.76,2021-11-27,0.43,Rainy,Vacation
PROD5406,Coat,M,Yellow,635436.39,3.78,2021-01-21,0.47,Rainy,Casual Hangout
PROD5930,Suit,L,Yellow,573817.89,3.63,2021-01-23,0.83,Cloudy,Casual Hangout
PROD1878,Suit,M,Blue,2105235.2,4.86,2023-10-19,0.11,Rainy,Vacation
PROD2194,Suit,XL,Green,1565380.13,4.42,2024-02-18,0.75,Rainy,Sports Event
PROD5057,Suit,XL,Black,1044030.74,4.04,2021-02-12,0.99,Snowy,Vacation
PROD3477,Skirt,L,Black,116929.24,4.42,2021-12-02,0.24,Cloudy,Business Meeting
PROD5340,Shirt,XL,Yellow,2875230.98,4.96,2023-05-22,0.32,Rainy,Wedding
PROD2538,Shirt,L,Green,2380735.98,3.08,2021-03-29,0.71,Sunny,Wedding
PROD1044,Jacket,M,Green,984852.35,4.54,2023-02-04,0.82,Rainy,Sports Event
PROD4510,Shirt,XL,Green,2509716.48,4.79,2022-07-05,0.98,Snowy,Vacation
PROD2906,Shirt,M,Black,2022355.87,4.39,2020-11-28,0.06,Cloudy,Business Meeting
PROD4641,Jacket,S,Blue,2357860.29,3.01,2023-02-01,0.83,Snowy,Casual Hangout
PROD1761,Suit,M,Green,1942729.92,3.13,2021-12-26,0.44,Cloudy,Sports Event
PROD2572,Jacket,L,White,2580199.34,3.09,2023-10-04,0.19,Snowy,Vacation
PROD2536,Skirt,M,Blue,261009.97,3.36,2023-10-22,0.98,Snowy,Vacation
PROD2317,Shirt,L,Black,2702237.76,4.61,2021-03-18,0.22,Sunny,Vacation
PROD3734,Skirt,XL,White,2427554.19,4.23,2022-03-19,0.3,Sunny,Business Meeting
PROD1190,Skirt,XL,Green,1701519.24,3.6,2020-04-26,0.67,Rainy,Sports Event
PROD2627,Jacket,L,Yellow,1464329.76,3.41,2024-06-04,0.66,Rainy,Vacation
PROD5890,Suit,L,Blue,2019166.4,4.91,2021-08-25,0.97,Snowy,Vacation
PROD5460,Jacket,M,Blue,2767732.95,4.39,2022-11-27,0.35,Cloudy,Vacation
PROD1579,Suit,M,Yellow,1352643.16,3.75,2022-04-29,0.61,Snowy,Casual Hangout
PROD5153,Skirt,XXL,Yellow,2250398.13,3.5,2023-12-16,0.15,Snowy,Sports Event
PROD3273,Dress,XL,Black,2701350.22,4.44,2022-12-13,0.18,Snowy,Vacation
PROD4829,Skirt,S,Black,2080236.81,4.76,2021-10-11,0.85,Sunny,Sports Event
PROD2110,Skirt,L,Yellow,1247677.43,4.46,2023-01-25,0.85,Snowy,Sports Event
PROD5733,Skirt,M,Red,2761484.16,3.3,2021-08-09,0.43,Rainy,Vacation
PROD5829,Shirt,S,White,119066.34,3.47,2021-02-11,0.46,Rainy,Sports Event
PROD1535,Shirt,S,Green,1929593.97,3.79,2021-03-03,0.07,Sunny,Sports Event
PROD1018,Skirt,M,Blue,913953.56,3.29,2024-06-24,0.89,Cloudy,Wedding
PROD1451,Suit,XXL,Blue,1690856.46,3.8,2024-09-16,0.42,Cloudy,Wedding
PROD1159,Suit,XXL,Yellow,2309468.97,3.04,2022-12-16,0.66,Cloudy,Casual Hangout
PROD2670,Skirt,XXL,Blue,534591.22,4.97,2022-06-10,0.57,Sunny,Business Meeting
PROD3525,Skirt,XL,Black,932770.68,3.21,2023-10-19,0.54,Cloudy,Vacation
PROD1024,Skirt,M,Blue,1656208.5,3.95,2024-01-06,0.55,Cloudy,Business Meeting
PROD2087,Skirt,XXL,Yellow,125581.7,3.58,2022-09-15,0.74,Rainy,Sports Event
PROD2450,Suit,L,Yellow,2777062.43,4.79,2022-04-28,0.99,Rainy,Vacation
PROD2013,Coat,M,White,1353724.37,4.53,2020-06-05,0.75,Cloudy,Wedding
PROD5572,Coat,XXL,Black,1577316.88,3.56,2021-01-27,0.93,Sunny,Sports Event
PROD2782,Shirt,L,Blue,1181955.8,3.38,2021-02-03,0.73,Sunny,Vacation
PROD4874,Coat,M,Red,2963009.6,4.29,2022-06-16,0.41,Snowy,Vacation
PROD1077,Skirt,XL,Blue,2015842.25,4.22,2024-09-09,0.13,Cloudy,Casual Hangout
PROD2665,Shirt,L,Green,1628618.31,4.55,2022-04-01,0.94,Snowy,Wedding
PROD3895,Skirt,L,Green,184069.91,3.37,2021-08-08,0.34,Snowy,Business Meeting
PROD2528,Coat,S,Green,1197340.36,4.77,2023-07-10,0.7,Sunny,Wedding
PROD5899,Jacket,L,Green,2359794.36,3.24,2023-05-02,0.84,Cloudy,Vacation
PROD2129,Coat,XL,White,2631986.18,4.71,2020-06-08,0.77,Rainy,Vacation
