Customer_ID,Product_ID,Transaction_ID,Age,Gender,Income_Bracket,Location,Engagement_Score,Discount_Sensitivity,Purchase_Date,Order_Value,Payment_Method,Repeat_Purchase_Score,Return_Rate,Session_ID,Time_Spent_Per_Product,Purchase_Probability_Score
CUST3038,PROD4068,TXN214798,22.0,Other,High Income,Bali,0.39,0.51,2023-04-13 06:46:54,2137450.99,Cash,0.81,0.15,SESSION641790,6.2,0.92
CUST3041,PROD5546,TXN759319,42.0,Male,Middle Income,Bandung,0.49,0.52,2023-01-03 01:53:34,179480.94,Cash,0.39,0.12,SESSION653430,128.54,0.84
CUST3041,PROD3982,TXN558584,42.0,Male,Middle Income,Bandung,0.53,0.94,2024-05-16 19:57:55,2030423.85,Credit Card,0.71,0.38,SESSION156730,263.97,0.31
CUST3041,PROD2897,TXN667600,42.0,Male,Middle Income,Bandung,0.14,0.76,2020-12-21 08:23:03,880957.93,Credit Card,0.7,0.45,SESSION395951,236.39,0.07
CUST3041,PROD4564,TXN160572,42.0,Male,Middle Income,Bandung,0.1,0.82,2022-10-03 03:30:09,2678586.37,E-Wallet,0.42,0.18,SESSION261281,35.24,0.26
CUST3045,PROD5406,TXN778293,65.0,Male,Middle Income,Jakarta,0.45,0.71,2024-09-02 18:36:05,2589325.24,Credit Card,0.63,0.04,SESSION885179,242.66,0.8
CUST3045,PROD3497,TXN458935,65.0,Male,Middle Income,Jakarta,0.89,0.86,2024-06-06 04:57:00,2014184.88,E-Wallet,0.25,0.23,SESSION818581,138.57,0.16
CUST3050,PROD1511,TXN807384,47.0,Female,Low Income,Jakarta,0.45,0.92,2023-10-16 03:21:20,2100302.7,Credit Card,0.2,0.04,SESSION868693,139.13,0.27
CUST3054,PROD4244,TXN871508,52.0,Other,Middle Income,Medan,0.7,0.6,2021-04-08 21:32:11,2723958.81,Credit Card,0.85,0.44,SESSION200567,5.36,0.03
CUST3057,PROD1228,TXN511678,51.0,Female,High Income,Medan,0.92,0.98,2021-01-22 04:43:44,2556007.67,E-Wallet,0.39,0.5,SESSION651704,227.6,0.12
CUST3059,PROD5077,TXN176888,20.0,Male,Middle Income,Medan,0.42,0.44,2021-06-09 19:20:24,2982034.59,Credit Card,0.07,0.06,SESSION887073,274.78,0.6
CUST3061,PROD5762,TXN912934,39.0,Male,Middle Income,Bandung,0.49,0.84,2024-03-17 13:38:44,1783551.84,E-Wallet,0.13,0.41,SESSION329013,188.67,0.12
CUST3061,PROD5153,TXN222628,39.0,Male,Middle Income,Bandung,0.28,0.47,2024-08-23 05:46:15,2272147.0,Credit Card,0.96,0.22,SESSION443061,261.73,0.01
CUST3062,PROD5160,TXN285244,52.0,Male,Low Income,Medan,0.9,0.63,2021-06-19 02:55:56,746446.27,Credit Card,0.58,0.13,SESSION942342,130.22,0.38
CUST3063,PROD5691,TXN863871,26.0,Male,High Income,Bandung,0.72,0.4,2020-05-05 11:34:51,584146.25,Credit Card,0.98,0.4,SESSION899432,161.14,0.6
CUST3064,PROD4477,TXN284504,55.0,Male,High Income,Medan,0.73,0.25,2023-11-09 20:35:54,2060939.95,Credit Card,0.33,0.03,SESSION903710,149.99,0.98
CUST3065,PROD4398,TXN272864,62.0,Other,Middle Income,Medan,0.62,0.82,2020-01-12 06:44:22,1510158.03,Credit Card,0.28,0.13,SESSION670910,49.35,0.05
CUST3068,PROD2703,TXN321214,56.0,Female,Low Income,Jakarta,0.81,0.68,2021-07-02 07:44:04,143060.11,Cash,0.23,0.27,SESSION108519,197.66,0.78
CUST3068,PROD1889,TXN519780,56.0,Female,Low Income,Jakarta,0.77,0.93,2023-06-23 10:29:45,1758389.46,Credit Card,0.8,0.05,SESSION777028,293.14,0.88
CUST3068,PROD4534,TXN107107,56.0,Female,Low Income,Jakarta,0.45,0.36,2021-05-18 20:17:08,799558.43,Credit Card,0.88,0.28,SESSION177501,225.24,0.49
CUST3068,PROD5785,TXN930317,56.0,Female,Low Income,Jakarta,0.63,0.57,2020-01-20 14:43:57,377627.41,Credit Card,0.45,0.43,SESSION476619,213.08,0.39
CUST3070,PROD4583,TXN236981,45.0,Female,Middle Income,Medan,0.13,0.67,2024-11-19 03:55:34,610780.96,E-Wallet,0.23,0.26,SESSION554000,148.05,0.4
CUST3070,PROD1842,TXN401500,45.0,Female,Middle Income,Medan,0.92,0.43,2021-02-20 14:19:42,1299364.38,E-Wallet,0.43,0.28,SESSION852409,85.46,0.4
CUST3071,PROD3226,TXN221623,32.0,Female,High Income,Bandung,0.51,0.64,2020-11-26 01:57:56,768496.22,Credit Card,0.89,0.27,SESSION575388,118.7,0.73
CUST3071,PROD2280,TXN491642,32.0,Female,High Income,Bandung,0.65,0.97,2023-07-08 13:30:53,2581124.69,Credit Card,0.53,0.25,SESSION445940,194.17,0.94
CUST3071,PROD1828,TXN814762,32.0,Female,High Income,Bandung,0.23,0.43,2020-07-25 12:09:52,415712.94,Credit Card,0.26,0.06,SESSION385672,49.81,0.01
CUST3074,PROD5602,TXN391657,18.0,Female,High Income,Jakarta,0.56,0.5,2023-02-11 06:45:11,2954901.27,Cash,0.71,0.49,SESSION596473,251.19,0.32
CUST3076,PROD1775,TXN848091,43.0,Male,High Income,Bandung,0.78,0.22,2022-05-11 05:17:19,1345629.96,E-Wallet,0.56,0.11,SESSION867025,210.92,0.65
CUST3076,PROD5234,TXN688349,43.0,Male,High Income,Bandung,0.33,0.17,2024-01-20 19:19:26,1192815.91,E-Wallet,0.39,0.29,SESSION537154,117.73,0.22
CUST3078,PROD5017,TXN141141,33.0,Other,Middle Income,Jakarta,0.74,0.24,2022-02-13 13:33:07,316030.83,Cash,0.19,0.28,SESSION180943,29.28,0.17
CUST3082,PROD4300,TXN911322,45.0,Other,Low Income,Medan,0.79,0.57,2024-09-02 12:42:33,806531.91,Credit Card,0.15,0.43,SESSION399773,210.56,0.26
CUST3082,PROD4719,TXN640907,45.0,Other,Low Income,Medan,0.93,0.37,2023-07-30 15:48:34,2237552.53,E-Wallet,0.52,0.02,SESSION105364,42.49,0.37
CUST3085,PROD5612,TXN310434,61.0,Female,Low Income,Jakarta,0.24,0.64,2024-06-20 00:40:01,653849.21,Cash,0.07,0.14,SESSION763416,26.45,0.01
CUST3086,PROD5600,TXN561827,29.0,Female,Middle Income,Jakarta,0.34,0.17,2020-10-13 05:05:14,2028308.45,E-Wallet,0.26,0.02,SESSION488799,22.16,0.35
CUST3089,PROD2860,TXN678720,25.0,Male,Middle Income,Bali,0.9,0.63,2023-08-29 22:40:43,243132.26,E-Wallet,0.17,0.02,SESSION945212,34.06,0.21
CUST3090,PROD3354,TXN464367,56.0,Female,Middle Income,Surabaya,0.51,0.8,2021-07-07 17:05:32,758839.88,Credit Card,0.68,0.47,SESSION734245,242.47,0.63
CUST3090,PROD3088,TXN516018,56.0,Female,Middle Income,Surabaya,0.35,0.93,2022-06-26 23:21:25,1763972.05,E-Wallet,0.76,0.32,SESSION552345,109.59,0.04
CUST3091,PROD5713,TXN627007,53.0,Other,High Income,Surabaya,0.58,0.47,2024-05-05 18:20:44,2790152.77,E-Wallet,0.41,0.37,SESSION105938,294.41,0.24
CUST3093,PROD4763,TXN540741,44.0,Other,High Income,Jakarta,0.71,0.91,2021-05-13 20:55:06,2911175.25,Credit Card,0.49,0.07,SESSION194971,72.08,0.81
CUST3099,PROD1967,TXN715652,30.0,Other,High Income,Bali,0.45,0.2,2024-05-27 02:54:51,2246462.66,Cash,0.81,0.12,SESSION823677,223.13,0.57
CUST3100,PROD4036,TXN543219,61.0,Other,High Income,Jakarta,0.77,0.8,2022-09-13 21:48:32,2214625.17,E-Wallet,0.05,0.35,SESSION285964,128.92,0.12
CUST3100,PROD1937,TXN628364,61.0,Other,High Income,Jakarta,0.72,0.35,2021-09-03 04:05:30,800533.17,Cash,0.09,0.28,SESSION254414,156.53,0.35
CUST3101,PROD5456,TXN327813,39.0,Male,Middle Income,Bali,0.21,0.29,2020-04-06 17:33:28,1336733.58,Cash,0.09,0.03,SESSION907634,213.42,0.69
CUST3101,PROD1036,TXN364873,39.0,Male,Middle Income,Bali,0.75,0.95,2022-07-22 15:49:34,214796.31,Credit Card,0.35,0.12,SESSION398049,282.15,0.26
CUST3102,PROD3808,TXN218898,29.0,Male,Low Income,Surabaya,0.34,0.65,2021-07-16 19:48:10,1815086.58,Credit Card,0.38,0.44,SESSION234134,57.06,0.29
CUST3102,PROD2370,TXN834792,29.0,Male,Low Income,Surabaya,0.97,0.72,2024-07-28 05:16:37,1523091.59,Cash,0.73,0.25,SESSION556993,85.38,0.88
CUST3105,PROD4827,TXN508873,43.0,Male,Middle Income,Surabaya,0.33,0.95,2020-11-18 21:14:58,1933803.96,Credit Card,0.39,0.42,SESSION837852,171.58,0.3
CUST3106,PROD5237,TXN616126,21.0,Female,Middle Income,Jakarta,0.57,0.82,2020-01-15 18:52:12,2025893.31,Cash,0.41,0.35,SESSION156979,35.19,0.86
CUST3110,PROD5678,TXN387371,47.0,Other,High Income,Bali,0.88,0.97,2020-08-01 11:37:02,2075907.62,Credit Card,0.61,0.37,SESSION460558,136.77,0.09
CUST3110,PROD2324,TXN463606,47.0,Other,High Income,Bali,0.24,0.36,2022-11-25 01:32:57,862976.38,E-Wallet,0.25,0.06,SESSION172312,115.05,0.74
CUST3113,PROD1781,TXN524950,57.0,Female,Low Income,Medan,0.21,0.44,2024-06-28 03:38:58,1730481.46,E-Wallet,0.36,0.4,SESSION702126,141.29,0.23
CUST3114,PROD4185,TXN215303,48.0,Female,Middle Income,Jakarta,0.52,0.7,2020-11-30 03:18:34,1209291.73,E-Wallet,0.78,0.23,SESSION614453,215.22,0.42
CUST3115,PROD2602,TXN997745,21.0,Female,High Income,Surabaya,0.81,0.49,2020-04-24 16:49:23,699944.42,Cash,0.09,0.15,SESSION476114,74.04,0.6
CUST3117,PROD5799,TXN276014,35.0,Male,Low Income,Bandung,0.88,0.25,2021-10-20 13:40:09,2137285.58,Credit Card,0.33,0.09,SESSION989756,263.9,0.69
CUST3119,PROD2021,TXN871690,29.0,Other,Middle Income,Medan,0.33,0.32,2021-09-18 08:37:43,794836.55,Credit Card,0.25,0.03,SESSION339819,43.46,0.09
CUST3119,PROD3462,TXN306998,29.0,Other,Middle Income,Medan,0.53,0.57,2021-09-05 10:32:36,1864135.36,E-Wallet,0.4,0.07,SESSION154060,94.67,0.34
CUST3124,PROD5087,TXN381169,41.0,Female,Middle Income,Jakarta,0.19,0.32,2020-04-25 02:01:36,1258292.41,E-Wallet,0.17,0.43,SESSION256197,224.68,0.04
CUST3127,PROD3537,TXN864741,64.0,Other,High Income,Surabaya,0.57,0.44,2023-11-25 10:02:29,777762.6,Credit Card,0.12,0.04,SESSION954619,292.68,0.13
CUST3128,PROD1241,TXN109087,39.0,Other,Middle Income,Jakarta,0.47,0.85,2022-01-14 23:47:33,2801608.03,Credit Card,0.56,0.21,SESSION674730,227.17,0.37
CUST3129,PROD3207,TXN921953,61.0,Female,Low Income,Bandung,0.7,0.9,2020-02-13 12:28:03,173162.67,E-Wallet,0.28,0.1,SESSION720346,148.99,0.87
CUST3132,PROD3973,TXN966623,44.0,Female,Middle Income,Bali,0.68,0.49,2024-10-26 23:42:46,1033350.94,Credit Card,0.32,0.47,SESSION764495,258.89,0.22
CUST3133,PROD2557,TXN286427,38.0,Female,Middle Income,Jakarta,0.67,0.76,2023-12-30 20:30:56,2565531.58,Credit Card,0.18,0.02,SESSION750992,94.82,0.24
CUST3134,PROD5414,TXN406473,64.0,Other,High Income,Bali,0.73,0.76,2023-02-26 01:32:29,1379548.58,Credit Card,0.98,0.21,SESSION375992,211.19,0.24
CUST3135,PROD1579,TXN410108,30.0,Other,High Income,Bandung,0.94,0.91,2020-08-01 10:29:20,1122491.14,E-Wallet,0.47,0.06,SESSION383660,137.82,0.89
CUST3138,PROD4032,TXN901382,24.0,Male,High Income,Bandung,0.64,0.59,2021-12-01 12:46:01,1690329.16,Credit Card,0.65,0.07,SESSION697372,142.04,0.27
CUST3139,PROD1612,TXN801953,21.0,Male,Middle Income,Bandung,0.82,0.76,2022-08-09 23:43:14,679115.96,Cash,0.38,0.39,SESSION902224,65.19,0.66
CUST3142,PROD3155,TXN897305,47.0,Female,Middle Income,Bandung,0.41,0.57,2023-09-29 12:33:11,1994426.35,Cash,0.4,0.33,SESSION122640,101.25,0.5
CUST3143,PROD2835,TXN237498,57.0,Other,Low Income,Bandung,0.26,0.64,2022-12-24 07:15:33,1747575.56,Credit Card,0.58,0.35,SESSION793451,298.37,0.31
CUST3146,PROD5412,TXN151644,41.0,Other,High Income,Bandung,0.81,0.72,2020-12-19 13:20:51,2982902.06,E-Wallet,0.24,0.11,SESSION990582,13.76,0.9
CUST3147,PROD4692,TXN508046,19.0,Female,Low Income,Jakarta,0.99,0.97,2023-02-19 10:19:15,177204.87,Credit Card,0.58,0.46,SESSION442460,249.99,0.95
CUST3149,PROD1252,TXN977671,19.0,Other,Middle Income,Jakarta,0.83,0.83,2020-02-10 10:57:11,2688104.3,E-Wallet,0.03,0.38,SESSION557812,146.67,0.71
CUST3155,PROD1377,TXN811691,26.0,Male,Middle Income,Bali,0.2,0.96,2024-08-11 09:19:53,1120786.12,Cash,0.35,0.1,SESSION625006,184.15,0.38
CUST3158,PROD5711,TXN231072,63.0,Other,Middle Income,Bali,0.19,0.91,2023-01-08 17:17:55,1449181.3,Cash,0.22,0.23,SESSION472382,61.15,0.74
CUST3159,PROD2113,TXN304519,63.0,Female,Middle Income,Jakarta,0.3,0.27,2020-11-29 08:58:59,1774679.84,Cash,0.93,0.13,SESSION644698,206.67,0.17
CUST3160,PROD4290,TXN584963,39.0,Other,Low Income,Bandung,0.88,0.86,2024-07-22 18:07:10,2160791.44,E-Wallet,0.07,0.27,SESSION286110,128.07,0.29
CUST3161,PROD5648,TXN857963,56.0,Female,High Income,Medan,0.15,0.97,2023-04-14 08:10:01,1726517.52,Cash,0.99,0.13,SESSION238285,231.63,0.95
CUST3161,PROD2965,TXN737343,56.0,Female,High Income,Medan,0.42,0.13,2021-05-28 23:00:32,2972388.44,Cash,0.71,0.18,SESSION753249,151.71,0.85
CUST3162,PROD5273,TXN806940,59.0,Other,Low Income,Surabaya,0.41,0.15,2021-03-12 18:24:15,2295668.21,Cash,0.12,0.21,SESSION361241,95.13,0.88
CUST3162,PROD1412,TXN275497,59.0,Other,Low Income,Surabaya,0.21,0.39,2021-06-18 06:08:36,228789.76,Credit Card,0.76,0.45,SESSION687024,249.23,0.97
CUST3163,PROD3630,TXN851247,24.0,Male,High Income,Surabaya,0.8,0.48,2021-02-25 04:38:56,2758737.65,E-Wallet,0.09,0.4,SESSION919542,72.99,0.69
CUST3168,PROD4841,TXN525110,38.0,Other,Low Income,Jakarta,0.32,0.26,2021-01-15 06:39:14,1875872.29,E-Wallet,0.95,0.28,SESSION555699,241.26,0.17
CUST3169,PROD2107,TXN117435,44.0,Male,Middle Income,Bali,0.12,0.67,2023-12-10 20:29:13,2739365.61,Cash,0.4,0.16,SESSION338125,163.01,0.85
CUST3171,PROD4828,TXN920134,24.0,Male,Middle Income,Surabaya,0.29,0.62,2021-03-18 13:25:42,1447351.82,Credit Card,0.54,0.49,SESSION800668,278.15,0.26
CUST3172,PROD2471,TXN461186,50.0,Male,Middle Income,Surabaya,0.63,0.84,2023-10-09 20:56:39,2843005.58,E-Wallet,0.1,0.14,SESSION756747,51.67,0.41
CUST3173,PROD4429,TXN317509,60.0,Other,High Income,Bandung,0.14,0.83,2024-10-03 06:14:31,2248524.46,E-Wallet,0.74,0.23,SESSION795126,232.35,0.86
CUST3176,PROD2207,TXN868286,24.0,Male,Low Income,Bali,0.15,0.9,2022-10-26 10:28:11,536340.36,Credit Card,0.57,0.33,SESSION147596,82.57,0.64
CUST3178,PROD3177,TXN526817,42.0,Other,Middle Income,Bali,0.84,0.79,2022-07-24 15:26:39,2904769.06,Credit Card,0.69,0.36,SESSION977826,7.46,0.68
CUST3179,PROD2632,TXN723509,56.0,Male,High Income,Jakarta,0.14,0.86,2021-09-12 09:13:27,997511.44,E-Wallet,0.55,0.13,SESSION143063,220.14,0.56
CUST3181,PROD4524,TXN985352,24.0,Female,Middle Income,Jakarta,0.93,0.54,2020-05-02 00:56:21,2556574.55,Cash,0.02,0.08,SESSION592578,280.35,0.13
CUST3181,PROD1454,TXN353174,24.0,Female,Middle Income,Jakarta,0.97,0.93,2023-05-18 02:43:24,2000532.2,Credit Card,0.33,0.24,SESSION256056,25.84,0.17
CUST3182,PROD5278,TXN607211,34.0,Other,High Income,Medan,0.85,0.98,2021-10-20 18:59:35,2807545.25,E-Wallet,0.35,0.32,SESSION136651,37.83,0.22
CUST3183,PROD4489,TXN453461,61.0,Other,Middle Income,Bali,0.41,0.95,2023-12-21 11:23:52,976577.99,Credit Card,0.63,0.28,SESSION669040,268.27,0.37
CUST3186,PROD5315,TXN885479,58.0,Other,High Income,Medan,0.64,0.44,2020-01-28 12:54:10,2336907.93,Cash,0.92,0.48,SESSION660590,225.46,0.36
CUST3187,PROD3986,TXN807434,57.0,Other,Middle Income,Surabaya,0.43,0.52,2021-02-17 11:46:35,2386326.71,E-Wallet,0.08,0.25,SESSION999162,268.13,0.72
CUST3188,PROD1227,TXN997199,59.0,Male,Middle Income,Jakarta,0.6,0.34,2023-09-09 10:33:53,1459009.69,E-Wallet,0.84,0.39,SESSION975851,255.83,0.91
CUST3193,PROD1983,TXN134802,32.0,Other,High Income,Bali,0.54,0.75,2024-02-20 07:06:37,1037435.39,E-Wallet,0.93,0.49,SESSION316596,235.73,0.2
CUST3194,PROD2622,TXN384360,52.0,Female,Low Income,Medan,0.3,0.67,2022-08-14 14:35:39,889504.42,Cash,0.94,0.37,SESSION733419,203.41,0.34
CUST3196,PROD5996,TXN704311,54.0,Female,Low Income,Jakarta,0.12,0.95,2022-08-11 20:10:03,2179882.9,E-Wallet,0.53,0.16,SESSION609965,195.75,0.28
CUST3196,PROD1249,TXN248836,54.0,Female,Low Income,Jakarta,0.16,0.28,2023-06-17 16:05:37,793630.21,E-Wallet,0.99,0.07,SESSION866605,257.75,0.65
CUST3201,PROD2403,TXN826811,35.0,Male,High Income,Jakarta,0.53,0.44,2024-07-28 00:18:48,2145537.59,Credit Card,0.2,0.43,SESSION758672,88.34,0.81
CUST3202,PROD4783,TXN555035,49.0,Male,High Income,Surabaya,0.42,0.28,2021-08-10 11:41:46,1237385.77,Cash,0.42,0.18,SESSION368872,272.85,0.16
CUST3203,PROD2972,TXN200531,63.0,Male,Middle Income,Medan,0.23,0.21,2020-01-26 05:44:03,2245455.98,Credit Card,0.56,0.43,SESSION718805,104.04,0.12
CUST3204,PROD4655,TXN516272,36.0,Male,Middle Income,Medan,0.25,0.38,2022-04-14 09:50:43,1814747.64,Cash,0.84,0.02,SESSION262390,170.3,0.35
CUST3205,PROD2221,TXN525285,61.0,Female,High Income,Medan,0.34,0.96,2020-02-05 19:49:45,409940.73,E-Wallet,0.88,0.22,SESSION213936,72.0,0.17
CUST3206,PROD3122,TXN810250,49.0,Other,Middle Income,Bandung,0.16,0.86,2020-12-25 00:14:08,1624194.12,E-Wallet,0.89,0.42,SESSION211197,90.57,0.43
CUST3206,PROD2498,TXN989441,49.0,Other,Middle Income,Bandung,0.48,0.14,2020-12-17 11:28:05,2788841.27,Credit Card,0.67,0.21,SESSION685810,186.44,0.54
CUST3208,PROD4238,TXN183915,27.0,Other,Middle Income,Medan,0.34,0.23,2023-10-01 18:04:33,1417360.98,Credit Card,0.47,0.49,SESSION103724,241.78,0.45
CUST3214,PROD3201,TXN682210,44.0,Female,High Income,Bali,0.8,0.45,2023-01-04 06:02:03,137724.14,Credit Card,0.7,0.37,SESSION550864,93.09,0.73
CUST3217,PROD2572,TXN553359,51.0,Other,Middle Income,Bali,0.58,0.65,2024-09-10 12:09:27,1577660.47,Cash,0.05,0.03,SESSION991615,102.26,0.07
CUST3217,PROD5500,TXN690538,51.0,Other,Middle Income,Bali,0.68,0.13,2023-03-15 21:50:06,549201.01,Credit Card,0.85,0.34,SESSION122463,253.99,0.55
CUST3218,PROD1370,TXN221633,39.0,Male,Middle Income,Bali,0.2,0.7,2024-02-21 08:30:58,2203742.6,Cash,0.82,0.07,SESSION246435,191.46,0.34
CUST3219,PROD5040,TXN668522,42.0,Other,High Income,Medan,0.37,0.76,2021-02-15 19:07:09,986837.07,Cash,0.34,0.46,SESSION398579,79.83,0.64
CUST3220,PROD1849,TXN399995,31.0,Male,Low Income,Surabaya,0.23,0.97,2021-10-02 23:22:44,1257444.33,Credit Card,0.31,0.34,SESSION786282,197.94,0.57
CUST3227,PROD3778,TXN121281,55.0,Other,Middle Income,Bandung,0.74,0.22,2020-08-02 15:19:17,2692059.34,Credit Card,0.74,0.08,SESSION665974,236.57,0.02
CUST3229,PROD2763,TXN952438,44.0,Male,High Income,Bali,0.43,0.2,2023-11-03 15:30:10,2436290.67,Credit Card,0.77,0.1,SESSION575602,266.1,0.74
CUST3230,PROD3498,TXN346757,65.0,Female,Middle Income,Bali,0.6,0.32,2020-12-09 16:48:08,1340650.58,E-Wallet,0.27,0.01,SESSION344732,224.78,0.4
CUST3231,PROD1916,TXN596831,18.0,Female,Middle Income,Medan,0.36,0.18,2021-01-13 20:27:26,1424531.08,E-Wallet,0.11,0.42,SESSION842446,74.21,0.7
CUST3235,PROD1470,TXN515643,61.0,Other,High Income,Bandung,0.16,0.34,2024-03-28 02:53:23,1595582.06,Credit Card,0.71,0.03,SESSION562376,154.32,0.16
CUST3236,PROD3190,TXN305923,36.0,Other,Middle Income,Jakarta,0.95,0.58,2022-03-28 06:54:22,1350168.63,Cash,0.56,0.04,SESSION696208,249.06,0.08
CUST3236,PROD1312,TXN677306,36.0,Other,Middle Income,Jakarta,0.91,0.56,2022-08-13 13:14:09,2798688.12,Cash,0.21,0.05,SESSION650127,221.3,0.33
CUST3237,PROD5471,TXN943905,48.0,Other,Low Income,Bali,0.25,0.91,2024-02-19 18:30:36,1635457.77,Credit Card,0.46,0.12,SESSION748675,119.82,0.32
CUST3239,PROD2459,TXN593543,30.0,Other,Low Income,Jakarta,0.16,0.4,2020-03-12 17:39:26,1462460.45,Cash,0.33,0.17,SESSION966530,81.32,0.35
CUST3240,PROD5613,TXN937864,42.0,Other,High Income,Surabaya,0.6,0.7,2023-04-28 07:46:33,2094401.34,Cash,0.82,0.5,SESSION710129,88.53,0.98
CUST3243,PROD4065,TXN663525,37.0,Female,High Income,Bandung,0.13,0.26,2022-12-29 07:10:43,1635913.13,E-Wallet,0.26,0.24,SESSION754024,58.54,0.74
CUST3244,PROD2122,TXN262843,52.0,Male,High Income,Bandung,0.79,0.41,2022-08-25 08:01:12,663306.29,E-Wallet,0.57,0.08,SESSION611855,86.16,0.15
CUST3244,PROD4771,TXN658624,52.0,Male,High Income,Bandung,0.36,0.77,2022-02-20 18:28:55,1049944.43,Credit Card,0.41,0.21,SESSION181651,211.35,0.63
CUST3246,PROD5345,TXN671525,36.0,Other,High Income,Bandung,0.81,0.14,2022-11-14 23:53:46,1504657.67,Cash,0.02,0.28,SESSION754120,274.77,0.77
CUST3247,PROD1792,TXN767424,64.0,Female,Low Income,Surabaya,0.16,0.11,2022-03-10 13:47:54,1696986.57,E-Wallet,0.48,0.38,SESSION734077,282.81,0.25
CUST3249,PROD1024,TXN574427,27.0,Male,Middle Income,Surabaya,0.49,0.12,2024-11-01 10:03:51,107237.61,Cash,0.55,0.36,SESSION237518,138.91,0.02
CUST3253,PROD4335,TXN174057,38.0,Other,Low Income,Surabaya,0.67,0.41,2021-02-25 17:46:57,1098640.02,E-Wallet,0.42,0.17,SESSION316379,49.36,0.79
CUST3257,PROD5257,TXN659540,54.0,Other,Middle Income,Bali,0.32,0.92,2024-10-20 14:16:26,2256755.77,E-Wallet,0.69,0.33,SESSION253374,262.73,0.21
CUST3257,PROD1157,TXN630959,54.0,Other,Middle Income,Bali,0.91,0.11,2023-11-08 13:38:35,972073.57,E-Wallet,0.22,0.26,SESSION468568,256.44,0.48
CUST3258,PROD3087,TXN650180,42.0,Male,High Income,Jakarta,0.14,0.22,2022-09-06 19:14:36,2760862.74,Credit Card,0.33,0.1,SESSION393703,222.4,0.72
CUST3258,PROD3825,TXN867884,42.0,Male,High Income,Jakarta,0.74,0.56,2022-11-21 12:58:21,2691691.27,Credit Card,0.35,0.49,SESSION969475,62.66,0.54
CUST3261,PROD5259,TXN475577,57.0,Female,Low Income,Bali,0.96,0.9,2024-08-15 13:48:19,1097174.98,E-Wallet,0.58,0.11,SESSION973314,184.14,0.84
CUST3261,PROD2227,TXN127338,57.0,Female,Low Income,Bali,0.38,0.24,2022-10-16 14:01:16,2061524.55,E-Wallet,0.33,0.47,SESSION902140,61.85,0.42
CUST3263,PROD1413,TXN459650,35.0,Male,Low Income,Jakarta,0.36,0.36,2024-01-07 05:26:45,630977.86,E-Wallet,0.34,0.19,SESSION866709,162.68,0.33
CUST3269,PROD3586,TXN607790,62.0,Female,High Income,Jakarta,0.83,0.97,2021-06-29 16:21:47,2251889.43,E-Wallet,0.05,0.23,SESSION758148,26.69,0.55
CUST3270,PROD4955,TXN380608,25.0,Male,Low Income,Bandung,0.61,0.17,2020-03-24 16:55:33,749546.81,Cash,0.6,0.01,SESSION291318,173.09,0.15
CUST3271,PROD2547,TXN937906,20.0,Male,Middle Income,Jakarta,0.11,0.96,2023-09-17 12:05:17,755193.94,Cash,0.43,0.38,SESSION363375,96.16,0.14
CUST3272,PROD5239,TXN720441,54.0,Other,High Income,Jakarta,0.94,0.49,2024-05-13 17:34:32,2521439.01,Credit Card,0.29,0.45,SESSION353317,250.58,0.44
CUST3273,PROD1393,TXN959751,57.0,Other,High Income,Jakarta,0.52,0.28,2023-12-25 01:34:07,2222168.03,Cash,0.57,0.4,SESSION755987,78.6,0.68
CUST3274,PROD3948,TXN358615,19.0,Female,Middle Income,Jakarta,0.96,0.7,2022-01-22 19:35:58,153850.52,Credit Card,0.75,0.44,SESSION608246,59.39,0.75
CUST3280,PROD1109,TXN967850,32.0,Male,High Income,Surabaya,0.46,0.77,2023-10-27 03:01:33,1885077.2,E-Wallet,0.55,0.13,SESSION754606,17.41,0.77
CUST3280,PROD5832,TXN553010,32.0,Male,High Income,Surabaya,0.89,0.66,2024-03-11 00:58:39,2635940.86,Credit Card,0.3,0.13,SESSION743370,282.31,0.82
CUST3284,PROD4051,TXN352247,51.0,Male,High Income,Surabaya,0.64,0.73,2024-10-30 10:52:53,2844248.47,Cash,0.4,0.42,SESSION658076,82.29,0.36
CUST3285,PROD5064,TXN430826,20.0,Female,Middle Income,Surabaya,0.49,0.8,2022-05-10 13:02:26,2110284.64,Credit Card,0.49,0.08,SESSION605388,256.77,0.75
CUST3291,PROD3516,TXN902307,18.0,Male,High Income,Jakarta,0.31,0.88,2021-11-20 14:44:10,181828.35,E-Wallet,0.58,0.27,SESSION377891,194.88,0.87
CUST3298,PROD4944,TXN940617,37.0,Other,Low Income,Medan,0.13,0.48,2023-07-11 06:38:16,2101234.07,Cash,0.99,0.22,SESSION572212,175.87,0.06
CUST3300,PROD1321,TXN371699,41.0,Female,Middle Income,Medan,0.9,0.81,2020-02-01 22:58:17,2609993.82,E-Wallet,0.17,0.05,SESSION928889,93.36,0.55
CUST3301,PROD1457,TXN765488,57.0,Male,High Income,Bandung,0.47,0.98,2023-06-06 14:58:13,331388.32,E-Wallet,0.33,0.26,SESSION120346,71.62,0.3
CUST3302,PROD1643,TXN267245,51.0,Male,Low Income,Bali,0.95,0.15,2023-11-10 19:47:03,2003145.75,Cash,0.21,0.29,SESSION310201,120.7,0.9
